snapshot_id,snapshot_date,store_id,product_id,qty_on_hand,qty_reserved,qty_on_order,reorder_point
INV0000844,2025-12-02,STOR0019,PROD00354,197,45,4,61
INV0000845,2025-12-23,STOR0057,PROD00175,782,3,35,68
INV0000846,2026-01-01,STOR0053,PROD00186,85,11,157,105
INV0000847,2025-12-04,STOR0004,PROD00169,441,35,46,17
INV0000848,2025-12-16,STOR0046,PROD00321,357,42,99,86
INV0000849,2025-12-20,STOR0034,PROD00335,162,32,194,101
INV0000850,2025-12-07,STOR0013,PROD00147,681,7,37,58
INV0000851,2025-12-12,STOR0036,PROD00499,595,9,82,41
INV0000852,2025-12-15,STOR0003,PROD00199,648,30,125,88
INV0000853,2025-12-09,STOR0043,PROD00261,550,50,177,73
INV0000854,2025-12-22,STOR0038,PROD00354,274,44,96,14
INV0000855,2026-01-01,STOR0034,PROD00115,492,40,0,29
INV0000856,2025-12-31,STOR0052,PROD00109,497,34,77,44
INV0000857,2025-12-06,STOR0050,PROD00268,608,25,60,49
INV0000858,2025-12-13,STOR0018,PROD00127,593,2,95,74
INV0000859,2025-12-30,STOR0039,PROD00465,532,30,186,90
INV0000860,2025-12-26,STOR0015,PROD00309,283,24,71,105
INV0000861,2025-12-26,STOR0011,PROD00159,277,32,100,107
INV0000862,2026-01-01,STOR0037,PROD00212,479,2,179,29
INV0000863,2025-12-06,STOR0002,PROD00039,132,38,132,98
INV0000864,2025-12-09,STOR0033,PROD00202,269,48,124,49
INV0000865,2025-12-05,STOR0047,PROD00323,559,15,102,37
INV0000866,2025-12-12,STOR0004,PROD00091,315,28,63,26
INV0000867,2025-12-19,STOR0035,PROD00342,198,23,30,97
INV0000868,2025-12-14,STOR0036,PROD00271,335,10,89,15
INV0000869,2025-12-12,STOR0023,PROD00299,418,34,42,99
INV0000870,2025-12-16,STOR0018,PROD00045,556,9,32,68
INV0000871,2025-12-22,STOR0035,PROD00403,782,45,57,19
INV0000872,2025-12-07,STOR0050,PROD00361,245,36,167,48
INV0000873,2025-12-08,STOR0006,PROD00173,2,1,151,51
INV0000874,2025-12-07,STOR0052,PROD00163,483,17,191,13
INV0000875,2025-12-14,STOR0009,PROD00052,346,21,85,66
INV0000876,2025-12-28,STOR0014,PROD00219,528,5,98,113
INV0000877,2025-12-11,STOR0009,PROD00454,59,49,89,56
INV0000878,2025-12-03,STOR0016,PROD00409,340,44,138,23
INV0000879,2025-12-15,STOR0041,PROD00455,655,10,186,21
INV0000880,2025-12-03,STOR0004,PROD00481,56,29,26,76
INV0000881,2025-12-14,STOR0037,PROD00178,398,50,68,77
INV0000882,2025-12-03,STOR0048,PROD00191,305,7,128,95
INV0000883,2025-12-08,STOR0012,PROD00448,193,13,187,108
INV0000884,2025-12-22,STOR0007,PROD00262,749,13,69,119
INV0000885,2026-01-01,STOR0033,PROD00424,562,7,111,46
INV0000886,2025-12-07,STOR0043,PROD00096,530,27,30,66
INV0000887,2025-12-08,STOR0033,PROD00367,396,7,12,28
INV0000888,2025-12-20,STOR0023,PROD00297,774,41,48,81
INV0000889,2025-12-15,STOR0027,PROD00200,759,24,25,27
INV0000890,2025-12-25,STOR0048,PROD00392,430,16,27,95
INV0000891,2025-12-21,STOR0009,PROD00212,248,38,3,117
INV0000892,2025-12-04,STOR0051,PROD00428,523,35,171,25
INV0000893,2025-12-28,STOR0020,PROD00293,143,9,154,50
INV0000894,2025-12-24,STOR0005,PROD00162,92,18,65,38
INV0000895,2025-12-25,STOR0035,PROD00230,630,22,161,34
INV0000896,2025-12-25,STOR0036,PROD00305,320,50,182,109
INV0000897,2025-12-13,STOR0025,PROD00385,424,20,28,71
INV0000898,2025-12-29,STOR0002,PROD00135,718,23,187,108
INV0000899,2025-12-27,STOR0034,PROD00212,321,11,187,19
INV0000900,2025-12-26,STOR0051,PROD00361,771,42,53,38
INV0000901,2025-12-11,STOR0004,PROD00236,663,39,60,20
INV0000902,2025-12-10,STOR0018,PROD00086,551,44,155,53
INV0000903,2025-12-26,STOR0043,PROD00055,111,39,181,83
INV0000904,2025-12-11,STOR0018,PROD00405,629,26,197,53
INV0000905,2025-12-07,STOR0036,PROD00494,794,4,62,45
INV0000906,2026-01-01,STOR0013,PROD00405,382,28,47,64
INV0000907,2025-12-06,STOR0044,PROD00117,185,45,127,101
INV0000908,2025-12-24,STOR0018,PROD00347,765,9,16,39
INV0000909,2025-12-25,STOR0012,PROD00414,615,12,188,93
INV0000910,2025-12-20,STOR0017,PROD00186,81,26,43,68
INV0000911,2025-12-27,STOR0054,PROD00277,172,6,192,111
INV0000912,2025-12-09,STOR0016,PROD00427,245,30,8,103
INV0000913,2025-12-27,STOR0026,PROD00115,622,39,46,48
INV0000914,2025-12-21,STOR0012,PROD00215,654,3,165,18
INV0000915,2025-12-30,STOR0005,PROD00020,79,46,36,97
INV0000916,2025-12-02,STOR0011,PROD00435,253,39,177,70
INV0000917,2025-12-11,STOR0044,PROD00343,196,37,23,104
INV0000918,2025-12-12,STOR0029,PROD00191,277,4,126,76
INV0000919,2025-12-21,STOR0045,PROD00045,501,48,102,111
INV0000920,2025-12-23,STOR0017,PROD00042,57,17,74,15
INV0000921,2025-12-17,STOR0012,PROD00336,89,46,101,98
INV0000922,2025-12-05,STOR0004,PROD00108,143,39,56,50
INV0000923,2025-12-22,STOR0034,PROD00091,361,0,22,77
INV0000924,2025-12-22,STOR0059,PROD00198,106,40,40,19
INV0000925,2025-12-25,STOR0053,PROD00020,754,42,119,84
INV0000926,2025-12-23,STOR0054,PROD00384,684,17,132,14
INV0000927,2025-12-16,STOR0031,PROD00301,570,33,154,32
INV0000928,2025-12-29,STOR0028,PROD00275,132,38,8,113
INV0000929,2025-12-10,STOR0050,PROD00350,47,43,41,110
INV0000930,2025-12-22,STOR0012,PROD00212,19,18,197,58
INV0000931,2025-12-28,STOR0007,PROD00011,199,42,6,61
INV0000932,2026-01-01,STOR0030,PROD00356,677,35,88,118
INV0000933,2025-12-06,STOR0031,PROD00071,363,36,122,25
INV0000934,2025-12-18,STOR0028,PROD00090,411,3,122,90
INV0000935,2025-12-02,STOR0060,PROD00480,377,17,110,87
INV0000936,2025-12-14,STOR0026,PROD00229,433,17,1,60
INV0000937,2025-12-03,STOR0027,PROD00361,715,50,38,41
INV0000938,2025-12-19,STOR0058,PROD00465,520,48,5,72
INV0000939,2025-12-15,STOR0050,PROD00049,317,29,153,46
INV0000940,2025-12-26,STOR0058,PROD00049,107,38,167,55
INV0000941,2025-12-12,STOR0060,PROD00350,128,21,65,101
INV0000942,2025-12-28,STOR0053,PROD00267,315,9,153,103
INV0000943,2025-12-28,STOR0030,PROD00489,89,12,132,53
INV0000944,2025-12-23,STOR0005,PROD00242,750,15,190,104
INV0000945,2025-12-23,STOR0033,PROD00102,475,9,33,73
INV0000946,2025-12-06,STOR0053,PROD00325,478,46,116,108
INV0000947,2025-12-20,STOR0046,PROD00442,570,44,113,67
INV0000948,2025-12-26,STOR0017,PROD00149,617,26,85,88
INV0000949,2025-12-03,STOR0048,PROD00361,266,3,143,102
INV0000950,2025-12-19,STOR0013,PROD00062,37,29,109,32
INV0000951,2025-12-31,STOR0031,PROD00067,46,3,49,82
INV0000952,2025-12-21,STOR0017,PROD00290,494,12,184,118
INV0000953,2025-12-21,STOR0060,PROD00297,477,26,125,55
INV0000954,2025-12-02,STOR0016,PROD00171,404,6,59,55
INV0000955,2025-12-11,STOR0027,PROD00368,333,45,143,82
INV0000956,2025-12-17,STOR0004,PROD00205,15,8,102,118
INV0000957,2025-12-05,STOR0043,PROD00302,747,4,177,100
INV0000958,2025-12-15,STOR0053,PROD00168,660,14,13,72
INV0000959,2025-12-25,STOR0016,PROD00414,629,22,39,58
INV0000960,2026-01-01,STOR0031,PROD00363,421,41,59,57
INV0000961,2025-12-15,STOR0040,PROD00340,56,14,28,39
INV0000962,2025-12-06,STOR0028,PROD00135,182,19,195,11
INV0000963,2025-12-21,STOR0018,PROD00489,735,15,147,98
INV0000964,2025-12-06,STOR0030,PROD00052,535,6,156,29
INV0000965,2025-12-30,STOR0058,PROD00315,300,8,51,83
INV0000966,2025-12-03,STOR0050,PROD00330,299,9,97,89
INV0000967,2025-12-18,STOR0011,PROD00345,715,50,140,111
INV0000968,2025-12-05,STOR0051,PROD00273,90,6,115,81
INV0000969,2026-01-01,STOR0033,PROD00234,420,12,181,69
INV0000970,2025-12-30,STOR0042,PROD00322,573,33,57,30
INV0000971,2025-12-24,STOR0022,PROD00235,349,36,110,30
INV0000972,2025-12-10,STOR0017,PROD00478,514,25,84,99
INV0000973,2025-12-13,STOR0046,PROD00236,618,31,162,54
INV0000974,2025-12-02,STOR0011,PROD00224,344,6,79,113
INV0000975,2025-12-11,STOR0048,PROD00167,45,0,40,117
INV0000976,2025-12-04,STOR0017,PROD00173,755,2,57,15
INV0000977,2025-12-20,STOR0051,PROD00374,575,44,190,36
INV0000978,2025-12-29,STOR0040,PROD00248,237,6,3,107
INV0000979,2025-12-31,STOR0048,PROD00368,378,0,137,64
INV0000980,2025-12-23,STOR0015,PROD00057,640,44,84,70
INV0000981,2025-12-18,STOR0011,PROD00274,271,1,31,92
INV0000982,2025-12-23,STOR0017,PROD00133,24,20,65,94
INV0000983,2025-12-05,STOR0018,PROD00226,495,16,38,60
INV0000984,2025-12-13,STOR0041,PROD00027,737,35,5,16
INV0000985,2025-12-04,STOR0016,PROD00330,579,30,42,54
INV0000986,2025-12-22,STOR0046,PROD00390,421,45,143,98
INV0000987,2025-12-09,STOR0047,PROD00486,85,30,104,14
INV0000988,2025-12-24,STOR0057,PROD00352,181,47,168,65
INV0000989,2025-12-10,STOR0043,PROD00056,17,5,194,66
INV0000990,2025-12-22,STOR0041,PROD00245,506,11,188,120
INV0000991,2025-12-14,STOR0029,PROD00390,622,5,98,26
INV0000992,2025-12-22,STOR0039,PROD00225,586,11,74,119
INV0000993,2025-12-08,STOR0055,PROD00171,478,42,25,81
INV0000994,2025-12-26,STOR0029,PROD00409,305,30,32,111
INV0000995,2025-12-17,STOR0057,PROD00472,426,32,69,118
INV0000996,2025-12-31,STOR0032,PROD00217,396,42,53,50
INV0000997,2025-12-10,STOR0006,PROD00390,500,26,41,65
INV0000998,2025-12-19,STOR0043,PROD00260,532,40,110,56
INV0000999,2025-12-20,STOR0008,PROD00087,798,13,145,45
INV0001000,2025-12-02,STOR0010,PROD00040,250,17,76,80
INV0001001,2025-12-15,STOR0057,PROD00272,425,41,59,69
INV0001002,2025-12-10,STOR0003,PROD00154,40,5,95,23
INV0001003,2026-01-01,STOR0002,PROD00444,392,18,138,63
INV0001004,2025-12-28,STOR0038,PROD00458,189,37,142,62
INV0001005,2025-12-30,STOR0008,PROD00399,649,7,10,66
INV0001006,2025-12-15,STOR0004,PROD00033,429,24,22,18
INV0001007,2025-12-21,STOR0047,PROD00155,748,19,111,102
INV0001008,2025-12-11,STOR0059,PROD00448,121,5,127,28
INV0001009,2025-12-05,STOR0047,PROD00267,176,4,165,11
INV0001010,2025-12-05,STOR0043,PROD00305,755,15,169,91
INV0001011,2025-12-15,STOR0052,PROD00240,434,29,56,84
INV0001012,2025-12-15,STOR0006,PROD00415,669,11,43,32
INV0001013,2025-12-26,STOR0011,PROD00313,535,41,147,76
INV0001014,2025-12-23,STOR0023,PROD00235,9,1,194,58
INV0001015,2025-12-28,STOR0041,PROD00092,31,14,105,39
INV0001016,2025-12-05,STOR0047,PROD00276,567,17,191,104
INV0001017,2025-12-11,STOR0017,PROD00298,580,7,58,75
INV0001018,2025-12-10,STOR0014,PROD00491,177,10,114,20
INV0001019,2025-12-28,STOR0050,PROD00175,172,34,103,64
INV0001020,2025-12-23,STOR0003,PROD00012,123,40,188,58
INV0001021,2025-12-21,STOR0021,PROD00260,469,33,192,40
INV0001022,2025-12-22,STOR0039,PROD00303,148,35,4,78
INV0001023,2025-12-18,STOR0005,PROD00144,786,41,112,28
INV0001024,2025-12-14,STOR0045,PROD00082,462,38,138,51
INV0001025,2025-12-09,STOR0042,PROD00443,552,39,153,100
INV0001026,2025-12-12,STOR0029,PROD00363,414,38,193,82
INV0001027,2025-12-07,STOR0057,PROD00131,309,33,8,13
INV0001028,2025-12-27,STOR0031,PROD00290,108,41,193,58
INV0001029,2025-12-24,STOR0049,PROD00144,794,48,87,90
INV0001030,2025-12-23,STOR0021,PROD00436,647,11,145,103
INV0001031,2026-01-01,STOR0008,PROD00479,349,7,87,30
INV0001032,2025-12-28,STOR0050,PROD00445,451,30,36,46
INV0001033,2025-12-28,STOR0058,PROD00293,794,19,33,16
INV0001034,2025-12-30,STOR0043,PROD00398,287,21,53,88
INV0001035,2025-12-16,STOR0005,PROD00123,785,22,142,107
INV0001036,2025-12-18,STOR0044,PROD00132,459,11,185,35
INV0001037,2025-12-06,STOR0028,PROD00483,313,44,46,92
INV0001038,2025-12-06,STOR0002,PROD00459,514,37,182,109
INV0001039,2025-12-24,STOR0041,PROD00220,793,20,11,20
INV0001040,2025-12-30,STOR0008,PROD00248,380,44,154,17
INV0001041,2025-12-23,STOR0008,PROD00152,124,43,195,112
INV0001042,2025-12-31,STOR0052,PROD00361,575,12,141,94
INV0001043,2025-12-03,STOR0021,PROD00446,84,27,37,41
INV0001044,2025-12-05,STOR0018,PROD00394,95,22,175,107
INV0001045,2025-12-23,STOR0024,PROD00235,177,27,90,38
INV0001046,2025-12-16,STOR0048,PROD00445,33,30,137,53
INV0001047,2025-12-21,STOR0055,PROD00108,332,11,156,27
INV0001048,2025-12-24,STOR0032,PROD00320,399,39,59,91
INV0001049,2025-12-24,STOR0048,PROD00341,408,22,185,117
INV0001050,2025-12-09,STOR0043,PROD00306,103,28,167,114
INV0001051,2025-12-14,STOR0059,PROD00008,645,43,199,103
INV0001052,2025-12-07,STOR0036,PROD00168,656,5,150,29
INV0001053,2025-12-18,STOR0012,PROD00213,549,2,187,101
INV0001054,2025-12-02,STOR0056,PROD00439,665,13,46,65
INV0001055,2025-12-17,STOR0043,PROD00347,333,22,153,22
INV0001056,2025-12-29,STOR0021,PROD00376,415,17,159,24
INV0001057,2025-12-07,STOR0017,PROD00497,439,15,32,25
INV0001058,2025-12-24,STOR0010,PROD00391,501,39,98,52
INV0001059,2025-12-25,STOR0048,PROD00193,696,33,124,44
INV0001060,2025-12-23,STOR0001,PROD00110,566,19,184,55
INV0001061,2025-12-18,STOR0022,PROD00321,62,45,124,35
INV0001062,2025-12-14,STOR0029,PROD00220,232,38,145,101
INV0001063,2025-12-23,STOR0048,PROD00353,402,37,72,86
INV0001064,2026-01-01,STOR0050,PROD00470,330,47,1,73
INV0001065,2025-12-06,STOR0002,PROD00055,634,21,123,29
INV0001066,2025-12-09,STOR0002,PROD00063,238,14,194,112
INV0001067,2025-12-02,STOR0024,PROD00056,282,10,15,95
INV0001068,2025-12-15,STOR0006,PROD00101,78,16,78,95
INV0001069,2025-12-17,STOR0007,PROD00484,464,23,12,62
INV0001070,2025-12-03,STOR0052,PROD00053,287,21,79,54
INV0001071,2025-12-17,STOR0037,PROD00482,292,22,39,53
INV0001072,2025-12-22,STOR0055,PROD00033,686,28,164,23
INV0001073,2025-12-22,STOR0007,PROD00078,737,11,80,28
INV0001074,2025-12-22,STOR0027,PROD00353,287,3,17,97
INV0001075,2025-12-23,STOR0040,PROD00089,260,29,104,106
INV0001076,2025-12-03,STOR0051,PROD00220,272,13,68,10
INV0001077,2025-12-02,STOR0024,PROD00243,326,25,18,111
INV0001078,2025-12-15,STOR0049,PROD00179,24,0,112,88
INV0001079,2025-12-03,STOR0025,PROD00471,437,29,59,13
INV0001080,2025-12-22,STOR0044,PROD00215,203,44,74,115
INV0001081,2025-12-10,STOR0051,PROD00294,175,10,178,34
INV0001082,2025-12-09,STOR0004,PROD00211,567,2,78,92
INV0001083,2025-12-09,STOR0013,PROD00443,600,45,74,46
INV0001084,2025-12-16,STOR0019,PROD00030,449,13,30,70
INV0001085,2025-12-29,STOR0012,PROD00495,375,48,197,89
INV0001086,2025-12-30,STOR0038,PROD00067,201,6,142,88
INV0001087,2025-12-11,STOR0022,PROD00369,554,1,66,37
INV0001088,2025-12-12,STOR0031,PROD00449,313,23,84,83
INV0001089,2025-12-07,STOR0036,PROD00139,16,6,72,50
INV0001090,2025-12-22,STOR0026,PROD00262,689,22,6,88
INV0001091,2025-12-20,STOR0039,PROD00132,303,3,183,88
INV0001092,2025-12-24,STOR0053,PROD00377,403,38,52,49
INV0001093,2025-12-25,STOR0045,PROD00231,314,12,170,55
INV0001094,2025-12-18,STOR0029,PROD00182,513,1,123,39
INV0001095,2026-01-01,STOR0019,PROD00433,788,9,87,89
INV0001096,2025-12-11,STOR0020,PROD00361,662,35,146,45
INV0001097,2025-12-23,STOR0001,PROD00481,386,12,95,60
INV0001098,2025-12-20,STOR0032,PROD00045,428,31,58,41
INV0001099,2025-12-15,STOR0030,PROD00142,675,30,76,28
INV0001100,2025-12-12,STOR0054,PROD00121,188,22,117,71
INV0001101,2026-01-01,STOR0038,PROD00361,268,28,111,76
INV0001102,2025-12-11,STOR0037,PROD00457,405,47,39,20
INV0001103,2025-12-03,STOR0005,PROD00133,604,4,63,51
INV0001104,2025-12-19,STOR0058,PROD00173,740,28,155,107
INV0001105,2025-12-30,STOR0047,PROD00315,639,44,19,62
INV0001106,2025-12-12,STOR0007,PROD00313,30,9,87,72
INV0001107,2025-12-13,STOR0055,PROD00408,625,29,147,19
INV0001108,2025-12-18,STOR0046,PROD00114,376,44,85,114
INV0001109,2025-12-28,STOR0034,PROD00048,545,24,24,114
INV0001110,2025-12-25,STOR0029,PROD00349,181,36,37,18
INV0001111,2025-12-16,STOR0055,PROD00293,338,46,198,81
INV0001112,2025-12-29,STOR0019,PROD00336,115,34,136,109
INV0001113,2025-12-23,STOR0053,PROD00257,470,29,2,75
INV0001114,2025-12-27,STOR0056,PROD00464,354,44,194,88
INV0001115,2025-12-09,STOR0026,PROD00151,403,7,96,86
INV0001116,2025-12-14,STOR0019,PROD00191,83,46,68,41
INV0001117,2025-12-22,STOR0035,PROD00127,405,31,29,105
INV0001118,2025-12-21,STOR0014,PROD00477,719,45,115,54
INV0001119,2025-12-07,STOR0027,PROD00287,373,17,49,62
INV0001120,2025-12-05,STOR0007,PROD00417,326,0,124,34
INV0001121,2025-12-27,STOR0022,PROD00460,501,40,147,26
INV0001122,2025-12-08,STOR0031,PROD00098,161,22,26,77
INV0001123,2025-12-05,STOR0046,PROD00476,487,26,98,54
INV0001124,2026-01-01,STOR0056,PROD00256,770,3,73,13
INV0001125,2025-12-02,STOR0033,PROD00488,251,46,6,45
INV0001126,2025-12-04,STOR0035,PROD00089,153,3,82,69
INV0001127,2025-12-03,STOR0031,PROD00307,388,21,5,15
INV0001128,2025-12-10,STOR0043,PROD00213,559,35,59,26
INV0001129,2025-12-06,STOR0058,PROD00444,237,1,143,68
INV0001130,2025-12-20,STOR0005,PROD00013,526,47,123,45
INV0001131,2025-12-22,STOR0056,PROD00198,419,14,40,47
INV0001132,2025-12-10,STOR0048,PROD00307,270,2,135,45
INV0001133,2025-12-08,STOR0051,PROD00195,255,15,170,27
INV0001134,2025-12-02,STOR0049,PROD00099,218,49,22,76
INV0001135,2025-12-15,STOR0010,PROD00055,729,48,65,92
INV0001136,2025-12-25,STOR0039,PROD00430,288,6,37,49
INV0001137,2025-12-22,STOR0011,PROD00377,264,48,98,45
INV0001138,2025-12-14,STOR0040,PROD00294,638,26,52,86
INV0001139,2025-12-25,STOR0028,PROD00090,463,29,140,97
INV0001140,2025-12-12,STOR0034,PROD00432,415,20,31,18
INV0001141,2025-12-20,STOR0036,PROD00481,778,33,200,61
INV0001142,2025-12-06,STOR0003,PROD00096,38,8,168,83
INV0001143,2025-12-12,STOR0059,PROD00037,476,8,145,113
INV0001144,2025-12-16,STOR0013,PROD00006,554,4,47,106
INV0001145,2025-12-28,STOR0051,PROD00121,415,22,98,24
INV0001146,2025-12-11,STOR0006,PROD00482,41,14,120,74
INV0001147,2025-12-22,STOR0006,PROD00145,739,29,73,29
INV0001148,2025-12-08,STOR0009,PROD00342,712,19,145,85
INV0001149,2025-12-18,STOR0005,PROD00287,82,0,29,15
INV0001150,2025-12-02,STOR0031,PROD00173,170,17,46,94
INV0001151,2025-12-29,STOR0023,PROD00114,655,3,195,91
INV0001152,2025-12-09,STOR0060,PROD00321,398,47,133,52
INV0001153,2025-12-14,STOR0021,PROD00467,412,24,134,46
INV0001154,2025-12-02,STOR0041,PROD00276,183,5,80,57
INV0001155,2025-12-02,STOR0037,PROD00160,759,7,62,60
INV0001156,2025-12-05,STOR0016,PROD00278,542,7,195,20
INV0001157,2025-12-05,STOR0019,PROD00328,365,13,188,93
INV0001158,2025-12-08,STOR0043,PROD00395,201,1,159,71
INV0001159,2025-12-24,STOR0011,PROD00428,168,35,16,66
INV0001160,2026-01-01,STOR0026,PROD00242,609,29,7,10
INV0001161,2025-12-30,STOR0042,PROD00156,314,3,179,117
INV0001162,2025-12-28,STOR0044,PROD00179,432,46,193,79
INV0001163,2025-12-28,STOR0015,PROD00001,352,2,36,31
INV0001164,2025-12-28,STOR0058,PROD00212,733,24,166,104
INV0001165,2025-12-29,STOR0014,PROD00393,467,26,84,36
INV0001166,2025-12-30,STOR0040,PROD00153,274,20,179,89
INV0001167,2025-12-10,STOR0010,PROD00131,85,45,26,68
INV0001168,2025-12-11,STOR0028,PROD00024,409,25,89,12
INV0001169,2025-12-31,STOR0017,PROD00100,260,2,187,76
INV0001170,2025-12-29,STOR0052,PROD00221,214,36,31,32
INV0001171,2025-12-23,STOR0022,PROD00447,443,40,104,20
INV0001172,2025-12-07,STOR0058,PROD00227,313,25,139,78
INV0001173,2025-12-09,STOR0046,PROD00028,349,15,138,60
INV0001174,2025-12-04,STOR0023,PROD00160,669,3,196,120
INV0001175,2025-12-26,STOR0022,PROD00208,388,20,70,50
INV0001176,2025-12-06,STOR0012,PROD00320,778,4,99,17
INV0001177,2025-12-21,STOR0056,PROD00290,535,1,42,41
INV0001178,2025-12-16,STOR0052,PROD00021,291,38,180,15
INV0001179,2025-12-25,STOR0037,PROD00411,18,2,114,88
INV0001180,2025-12-11,STOR0011,PROD00390,537,37,196,101
INV0001181,2025-12-26,STOR0044,PROD00189,9,7,2,37
INV0001182,2025-12-15,STOR0035,PROD00090,786,16,196,94
INV0001183,2025-12-08,STOR0055,PROD00287,176,9,151,34
INV0001184,2025-12-10,STOR0055,PROD00385,670,37,113,21
INV0001185,2025-12-20,STOR0027,PROD00378,521,47,18,12
INV0001186,2025-12-11,STOR0021,PROD00335,680,33,167,63
INV0001187,2025-12-18,STOR0049,PROD00155,514,3,186,46
INV0001188,2025-12-14,STOR0021,PROD00492,168,31,188,114
INV0001189,2025-12-29,STOR0014,PROD00124,463,45,124,11
INV0001190,2025-12-21,STOR0024,PROD00124,439,46,132,100
INV0001191,2025-12-30,STOR0015,PROD00270,294,25,44,103
INV0001192,2025-12-21,STOR0041,PROD00172,402,41,17,84
INV0001193,2025-12-19,STOR0045,PROD00329,329,26,89,72
INV0001194,2025-12-03,STOR0019,PROD00371,126,37,52,59
INV0001195,2025-12-12,STOR0037,PROD00167,245,29,142,74
INV0001196,2025-12-17,STOR0043,PROD00224,561,41,176,10
INV0001197,2026-01-01,STOR0039,PROD00400,482,36,158,59
INV0001198,2025-12-10,STOR0022,PROD00403,219,3,55,47
INV0001199,2025-12-28,STOR0044,PROD00357,180,37,131,104
INV0001200,2025-12-20,STOR0007,PROD00100,166,10,37,76
INV0001201,2025-12-28,STOR0060,PROD00173,376,37,137,118
INV0001202,2025-12-10,STOR0055,PROD00340,678,48,17,85
INV0001203,2025-12-13,STOR0032,PROD00430,671,10,122,101
INV0001204,2025-12-21,STOR0052,PROD00447,58,9,68,70
INV0001205,2025-12-25,STOR0015,PROD00129,333,16,15,80
INV0001206,2025-12-09,STOR0057,PROD00023,533,15,163,66
INV0001207,2025-12-25,STOR0037,PROD00278,128,6,170,52
INV0001208,2025-12-17,STOR0039,PROD00170,592,15,69,79
INV0001209,2025-12-15,STOR0056,PROD00464,360,14,125,77
INV0001210,2025-12-28,STOR0053,PROD00202,587,17,41,22
INV0001211,2025-12-23,STOR0022,PROD00149,447,40,131,74
INV0001212,2025-12-22,STOR0054,PROD00112,737,25,3,30
INV0001213,2025-12-22,STOR0056,PROD00432,155,46,146,81
INV0001214,2025-12-07,STOR0025,PROD00394,203,3,167,25
INV0001215,2025-12-15,STOR0002,PROD00369,527,0,35,109
INV0001216,2025-12-16,STOR0014,PROD00139,612,34,153,107
INV0001217,2025-12-14,STOR0003,PROD00035,282,2,175,88
INV0001218,2025-12-08,STOR0011,PROD00258,354,45,87,119
INV0001219,2025-12-20,STOR0036,PROD00307,211,2,194,56
INV0001220,2025-12-17,STOR0003,PROD00127,643,47,62,61
INV0001221,2025-12-07,STOR0033,PROD00270,799,38,131,12
INV0001222,2025-12-07,STOR0029,PROD00187,785,19,2,43
INV0001223,2025-12-02,STOR0032,PROD00053,479,12,97,66
INV0001224,2025-12-08,STOR0026,PROD00250,314,21,189,89
INV0001225,2025-12-07,STOR0027,PROD00113,90,19,156,86
INV0001226,2025-12-11,STOR0012,PROD00369,30,28,97,80
INV0001227,2025-12-08,STOR0049,PROD00242,753,5,166,52
INV0001228,2025-12-26,STOR0016,PROD00478,45,30,21,49
INV0001229,2025-12-21,STOR0044,PROD00161,622,32,23,31
INV0001230,2025-12-08,STOR0029,PROD00378,78,5,155,70
INV0001231,2025-12-18,STOR0029,PROD00013,785,22,26,82
INV0001232,2025-12-27,STOR0009,PROD00043,407,5,20,72
INV0001233,2025-12-18,STOR0057,PROD00100,157,49,110,108
INV0001234,2025-12-17,STOR0039,PROD00017,756,17,21,102
INV0001235,2025-12-11,STOR0044,PROD00147,651,26,97,27
INV0001236,2025-12-09,STOR0052,PROD00137,309,4,36,12
INV0001237,2025-12-29,STOR0053,PROD00272,222,27,38,76
INV0001238,2025-12-10,STOR0017,PROD00452,756,42,9,19
INV0001239,2025-12-30,STOR0059,PROD00393,135,21,136,32
INV0001240,2025-12-03,STOR0035,PROD00464,759,45,18,67
INV0001241,2025-12-23,STOR0024,PROD00310,321,6,89,68
INV0001242,2025-12-22,STOR0033,PROD00005,630,28,40,58
INV0001243,2025-12-27,STOR0032,PROD00233,669,36,101,104
INV0001244,2025-12-11,STOR0020,PROD00429,385,36,114,72
INV0001245,2025-12-05,STOR0055,PROD00402,307,48,72,95
INV0001246,2025-12-20,STOR0021,PROD00375,526,7,95,70
INV0001247,2025-12-05,STOR0009,PROD00301,728,37,159,86
INV0001248,2025-12-12,STOR0038,PROD00361,98,23,114,98
INV0001249,2025-12-29,STOR0008,PROD00142,375,27,170,71
INV0001250,2025-12-22,STOR0057,PROD00040,625,19,134,112
INV0001251,2025-12-28,STOR0002,PROD00456,791,41,141,57
INV0001252,2025-12-27,STOR0036,PROD00082,751,42,117,15
INV0001253,2025-12-03,STOR0025,PROD00049,5,1,28,32
INV0001254,2025-12-28,STOR0057,PROD00261,375,6,159,65
INV0001255,2025-12-19,STOR0023,PROD00438,792,5,23,23
INV0001256,2026-01-01,STOR0034,PROD00345,386,45,192,71
INV0001257,2025-12-07,STOR0053,PROD00316,659,44,80,24
INV0001258,2025-12-28,STOR0048,PROD00406,597,0,47,17
INV0001259,2025-12-31,STOR0046,PROD00063,306,6,159,57
INV0001260,2025-12-17,STOR0016,PROD00349,705,26,156,65
INV0001261,2025-12-10,STOR0058,PROD00421,528,13,47,36
INV0001262,2025-12-07,STOR0003,PROD00244,83,49,67,91
INV0001263,2025-12-17,STOR0029,PROD00280,454,19,32,20
INV0001264,2025-12-27,STOR0031,PROD00338,253,7,46,94
INV0001265,2025-12-04,STOR0037,PROD00228,715,25,144,91
