order_line_id,order_id,line_number,product_id,quantity,unit_price,discount_amount,line_total
LINE00008585,ORD0002862,1,PROD00256,1,950.75,95.08,855.67
LINE00008586,ORD0002862,2,PROD00341,3,863.67,0.0,2591.01
LINE00008587,ORD0002862,3,PROD00478,3,609.61,365.77,1463.06
LINE00008588,ORD0002862,4,PROD00101,5,927.54,0.0,4637.7
LINE00008589,ORD0002863,1,PROD00419,1,983.91,0.0,983.91
LINE00008590,ORD0002863,2,PROD00367,5,357.12,0.0,1785.6
LINE00008591,ORD0002863,3,PROD00173,2,148.51,0.0,297.02
LINE00008592,ORD0002863,4,PROD00275,3,888.29,532.97,2131.9
LINE00008593,ORD0002864,1,PROD00285,4,123.52,49.41,444.67
LINE00008594,ORD0002864,2,PROD00403,1,356.67,17.83,338.84
LINE00008595,ORD0002865,1,PROD00219,5,219.13,109.57,986.08
LINE00008596,ORD0002865,2,PROD00359,2,430.76,86.15,775.37
LINE00008597,ORD0002865,3,PROD00010,3,915.16,549.1,2196.38
LINE00008598,ORD0002865,4,PROD00241,4,824.17,0.0,3296.68
LINE00008599,ORD0002866,1,PROD00483,5,1121.12,1121.12,4484.48
LINE00008600,ORD0002866,2,PROD00320,5,835.71,0.0,4178.55
LINE00008601,ORD0002866,3,PROD00135,1,425.25,0.0,425.25
LINE00008602,ORD0002866,4,PROD00330,3,956.2,0.0,2868.6
LINE00008603,ORD0002867,1,PROD00202,4,363.88,0.0,1455.52
LINE00008604,ORD0002867,2,PROD00432,2,1128.08,451.23,1804.93
LINE00008605,ORD0002867,3,PROD00246,5,435.7,0.0,2178.5
LINE00008606,ORD0002867,4,PROD00228,1,1054.23,105.42,948.81
LINE00008607,ORD0002867,5,PROD00123,3,78.75,0.0,236.25
LINE00008608,ORD0002868,1,PROD00398,4,264.85,0.0,1059.4
LINE00008609,ORD0002868,2,PROD00462,1,936.55,0.0,936.55
LINE00008610,ORD0002868,3,PROD00046,5,244.19,0.0,1220.95
LINE00008611,ORD0002868,4,PROD00432,5,503.75,251.88,2266.87
LINE00008612,ORD0002868,5,PROD00351,2,802.99,160.6,1445.38
LINE00008613,ORD0002869,1,PROD00354,5,83.77,0.0,418.85
LINE00008614,ORD0002869,2,PROD00193,4,744.61,148.92,2829.52
LINE00008615,ORD0002869,3,PROD00299,6,858.17,0.0,5149.02
LINE00008616,ORD0002870,1,PROD00022,6,658.88,0.0,3953.28
LINE00008617,ORD0002871,1,PROD00455,1,603.36,0.0,603.36
LINE00008618,ORD0002871,2,PROD00394,4,284.98,0.0,1139.92
LINE00008619,ORD0002871,3,PROD00182,1,625.3,125.06,500.24
LINE00008620,ORD0002871,4,PROD00315,1,330.01,0.0,330.01
LINE00008621,ORD0002871,5,PROD00461,4,831.63,0.0,3326.52
LINE00008622,ORD0002872,1,PROD00452,4,43.42,34.74,138.94
LINE00008623,ORD0002872,2,PROD00250,1,548.37,109.67,438.7
LINE00008624,ORD0002872,3,PROD00249,3,351.88,0.0,1055.64
LINE00008625,ORD0002872,4,PROD00478,6,875.93,0.0,5255.58
LINE00008626,ORD0002872,5,PROD00219,6,477.65,573.18,2292.72
LINE00008627,ORD0002873,1,PROD00255,1,357.27,17.86,339.41
LINE00008628,ORD0002873,2,PROD00028,6,1177.49,706.49,6358.45
LINE00008629,ORD0002873,3,PROD00098,6,73.87,88.64,354.58
LINE00008630,ORD0002873,4,PROD00186,5,950.04,475.02,4275.18
LINE00008631,ORD0002873,5,PROD00236,5,536.25,268.12,2413.13
LINE00008632,ORD0002874,1,PROD00128,5,1063.78,0.0,5318.9
LINE00008633,ORD0002875,1,PROD00029,2,81.78,8.18,155.38
LINE00008634,ORD0002875,2,PROD00200,6,393.89,0.0,2363.34
LINE00008635,ORD0002875,3,PROD00499,4,709.69,0.0,2838.76
LINE00008636,ORD0002875,4,PROD00297,3,1140.87,171.13,3251.48
LINE00008637,ORD0002875,5,PROD00450,4,804.72,0.0,3218.88
LINE00008638,ORD0002876,1,PROD00137,5,170.71,85.36,768.19
LINE00008639,ORD0002876,2,PROD00127,5,115.4,115.4,461.6
LINE00008640,ORD0002876,3,PROD00302,6,451.81,0.0,2710.86
LINE00008641,ORD0002876,4,PROD00324,6,429.46,0.0,2576.76
LINE00008642,ORD0002876,5,PROD00179,1,760.23,0.0,760.23
LINE00008643,ORD0002877,1,PROD00069,3,282.33,0.0,846.99
LINE00008644,ORD0002877,2,PROD00124,1,345.8,69.16,276.64
LINE00008645,ORD0002877,3,PROD00383,1,827.81,41.39,786.42
LINE00008646,ORD0002878,1,PROD00452,3,141.72,42.52,382.64
LINE00008647,ORD0002878,2,PROD00131,5,928.97,464.49,4180.36
LINE00008648,ORD0002878,3,PROD00453,1,241.87,48.37,193.5
LINE00008649,ORD0002878,4,PROD00297,6,317.1,0.0,1902.6
LINE00008650,ORD0002879,1,PROD00466,1,522.67,26.13,496.54
LINE00008651,ORD0002879,2,PROD00096,5,768.12,0.0,3840.6
LINE00008652,ORD0002879,3,PROD00012,4,193.79,0.0,775.16
LINE00008653,ORD0002879,4,PROD00173,2,806.51,161.3,1451.72
LINE00008654,ORD0002879,5,PROD00067,5,739.14,184.78,3510.92
LINE00008655,ORD0002880,1,PROD00052,1,1005.49,0.0,1005.49
LINE00008656,ORD0002880,2,PROD00302,3,799.31,0.0,2397.93
LINE00008657,ORD0002880,3,PROD00358,5,912.72,228.18,4335.42
LINE00008658,ORD0002880,4,PROD00015,2,260.53,104.21,416.85
LINE00008659,ORD0002880,5,PROD00237,5,101.14,101.14,404.56
LINE00008660,ORD0002881,1,PROD00221,6,480.76,144.23,2740.33
LINE00008661,ORD0002881,2,PROD00026,1,154.87,0.0,154.87
LINE00008662,ORD0002882,1,PROD00278,3,95.74,14.36,272.86
LINE00008663,ORD0002882,2,PROD00333,6,167.9,201.48,805.92
LINE00008664,ORD0002882,3,PROD00248,1,958.64,0.0,958.64
LINE00008665,ORD0002883,1,PROD00151,5,748.96,374.48,3370.32
LINE00008666,ORD0002883,2,PROD00440,5,831.36,0.0,4156.8
LINE00008667,ORD0002883,3,PROD00366,6,71.39,0.0,428.34
LINE00008668,ORD0002883,4,PROD00296,5,743.68,371.84,3346.56
LINE00008669,ORD0002883,5,PROD00457,2,465.11,0.0,930.22
LINE00008670,ORD0002884,1,PROD00500,2,907.77,363.11,1452.43
LINE00008671,ORD0002884,2,PROD00029,6,460.57,0.0,2763.42
LINE00008672,ORD0002884,3,PROD00210,5,787.25,0.0,3936.25
LINE00008673,ORD0002884,4,PROD00445,6,51.3,0.0,307.8
LINE00008674,ORD0002884,5,PROD00387,6,218.77,0.0,1312.62
LINE00008675,ORD0002885,1,PROD00458,1,271.74,27.17,244.57
LINE00008676,ORD0002885,2,PROD00109,2,419.23,0.0,838.46
LINE00008677,ORD0002885,3,PROD00031,3,145.43,21.81,414.48
LINE00008678,ORD0002885,4,PROD00268,4,720.9,576.72,2306.88
LINE00008679,ORD0002886,1,PROD00125,4,573.3,229.32,2063.88
LINE00008680,ORD0002886,2,PROD00064,4,873.43,349.37,3144.35
LINE00008681,ORD0002886,3,PROD00301,5,433.05,0.0,2165.25
LINE00008682,ORD0002886,4,PROD00471,5,373.32,373.32,1493.28
LINE00008683,ORD0002887,1,PROD00132,3,592.93,88.94,1689.85
LINE00008684,ORD0002887,2,PROD00387,1,419.47,0.0,419.47
LINE00008685,ORD0002888,1,PROD00155,2,752.53,0.0,1505.06
LINE00008686,ORD0002888,2,PROD00063,6,360.48,432.58,1730.3
LINE00008687,ORD0002888,3,PROD00284,5,48.21,0.0,241.05
LINE00008688,ORD0002888,4,PROD00034,1,1189.63,118.96,1070.67
LINE00008689,ORD0002889,1,PROD00492,2,995.08,0.0,1990.16
LINE00008690,ORD0002889,2,PROD00133,2,922.22,92.22,1752.22
LINE00008691,ORD0002889,3,PROD00185,5,72.78,0.0,363.9
LINE00008692,ORD0002890,1,PROD00198,4,203.28,0.0,813.12
LINE00008693,ORD0002890,2,PROD00452,3,168.21,25.23,479.4
LINE00008694,ORD0002890,3,PROD00215,1,727.55,145.51,582.04
LINE00008695,ORD0002890,4,PROD00191,6,660.9,198.27,3767.13
LINE00008696,ORD0002890,5,PROD00199,1,786.54,78.65,707.89
LINE00008697,ORD0002891,1,PROD00456,1,617.92,0.0,617.92
LINE00008698,ORD0002891,2,PROD00483,5,635.41,635.41,2541.64
LINE00008699,ORD0002891,3,PROD00409,5,16.03,8.02,72.13
LINE00008700,ORD0002891,4,PROD00272,4,1114.43,0.0,4457.72
LINE00008701,ORD0002892,1,PROD00316,5,582.2,582.2,2328.8
LINE00008702,ORD0002892,2,PROD00041,6,873.11,1047.73,4190.93
LINE00008703,ORD0002893,1,PROD00497,2,240.66,0.0,481.32
LINE00008704,ORD0002893,2,PROD00055,2,672.45,134.49,1210.41
LINE00008705,ORD0002893,3,PROD00098,3,1071.57,0.0,3214.71
LINE00008706,ORD0002893,4,PROD00087,4,717.24,286.9,2582.06
LINE00008707,ORD0002894,1,PROD00013,4,122.17,97.74,390.94
LINE00008708,ORD0002894,2,PROD00401,1,219.48,21.95,197.53
LINE00008709,ORD0002894,3,PROD00138,4,1027.75,0.0,4111.0
LINE00008710,ORD0002894,4,PROD00182,2,84.95,0.0,169.9
LINE00008711,ORD0002894,5,PROD00106,6,448.33,134.5,2555.48
LINE00008712,ORD0002895,1,PROD00387,5,1147.42,573.71,5163.39
LINE00008713,ORD0002895,2,PROD00500,2,218.17,43.63,392.71
LINE00008714,ORD0002895,3,PROD00059,5,533.46,533.46,2133.84
LINE00008715,ORD0002895,4,PROD00136,1,447.56,0.0,447.56
LINE00008716,ORD0002895,5,PROD00060,6,739.02,0.0,4434.12
LINE00008717,ORD0002896,1,PROD00047,5,21.56,10.78,97.02
LINE00008718,ORD0002897,1,PROD00371,4,983.06,0.0,3932.24
LINE00008719,ORD0002897,2,PROD00494,5,685.72,685.72,2742.88
LINE00008720,ORD0002897,3,PROD00061,5,1178.08,1178.08,4712.32
LINE00008721,ORD0002897,4,PROD00494,2,612.69,0.0,1225.38
LINE00008722,ORD0002898,1,PROD00347,1,323.07,32.31,290.76
LINE00008723,ORD0002898,2,PROD00402,3,1167.05,0.0,3501.15
LINE00008724,ORD0002898,3,PROD00146,1,410.13,82.03,328.1
LINE00008725,ORD0002898,4,PROD00101,1,1089.75,0.0,1089.75
LINE00008726,ORD0002899,1,PROD00029,5,1140.21,570.11,5130.94
LINE00008727,ORD0002899,2,PROD00021,1,1056.1,52.8,1003.3
LINE00008728,ORD0002899,3,PROD00318,3,380.12,0.0,1140.36
LINE00008729,ORD0002900,1,PROD00043,2,877.66,87.77,1667.55
LINE00008730,ORD0002900,2,PROD00211,5,506.17,253.09,2277.76
LINE00008731,ORD0002900,3,PROD00057,5,1055.28,0.0,5276.4
LINE00008732,ORD0002900,4,PROD00208,4,595.92,0.0,2383.68
LINE00008733,ORD0002901,1,PROD00319,5,809.22,809.22,3236.88
LINE00008734,ORD0002902,1,PROD00158,6,1093.41,1312.09,5248.37
LINE00008735,ORD0002902,2,PROD00191,3,298.8,89.64,806.76
LINE00008736,ORD0002903,1,PROD00085,5,993.64,496.82,4471.38
LINE00008737,ORD0002903,2,PROD00030,4,969.93,775.94,3103.78
LINE00008738,ORD0002903,3,PROD00288,6,486.23,0.0,2917.38
LINE00008739,ORD0002903,4,PROD00316,1,371.75,18.59,353.16
LINE00008740,ORD0002904,1,PROD00468,5,645.94,645.94,2583.76
LINE00008741,ORD0002904,2,PROD00175,2,54.91,0.0,109.82
LINE00008742,ORD0002904,3,PROD00228,1,37.58,0.0,37.58
LINE00008743,ORD0002905,1,PROD00424,4,51.68,0.0,206.72
LINE00008744,ORD0002905,2,PROD00031,5,1042.21,0.0,5211.05
LINE00008745,ORD0002905,3,PROD00348,2,668.81,0.0,1337.62
LINE00008746,ORD0002905,4,PROD00004,4,934.35,0.0,3737.4
LINE00008747,ORD0002906,1,PROD00485,5,781.76,390.88,3517.92
LINE00008748,ORD0002906,2,PROD00482,4,236.16,0.0,944.64
LINE00008749,ORD0002906,3,PROD00428,4,300.89,60.18,1143.38
LINE00008750,ORD0002906,4,PROD00030,2,302.63,0.0,605.26
LINE00008751,ORD0002907,1,PROD00474,6,41.27,0.0,247.62
LINE00008752,ORD0002908,1,PROD00054,5,560.31,560.31,2241.24
LINE00008753,ORD0002908,2,PROD00006,2,41.53,0.0,83.06
LINE00008754,ORD0002908,3,PROD00040,4,272.21,108.88,979.96
LINE00008755,ORD0002909,1,PROD00059,2,1162.48,232.5,2092.46
LINE00008756,ORD0002909,2,PROD00011,1,30.1,0.0,30.1
LINE00008757,ORD0002909,3,PROD00487,2,927.19,0.0,1854.38
LINE00008758,ORD0002909,4,PROD00494,3,778.23,116.73,2217.96
LINE00008759,ORD0002910,1,PROD00163,4,104.68,41.87,376.85
LINE00008760,ORD0002910,2,PROD00463,5,855.05,0.0,4275.25
LINE00008761,ORD0002911,1,PROD00098,1,841.91,42.1,799.81
LINE00008762,ORD0002911,2,PROD00337,3,675.75,202.73,1824.52
LINE00008763,ORD0002911,3,PROD00270,2,351.66,0.0,703.32
LINE00008764,ORD0002911,4,PROD00440,2,175.5,0.0,351.0
LINE00008765,ORD0002912,1,PROD00339,3,540.24,0.0,1620.72
LINE00008766,ORD0002912,2,PROD00295,2,464.94,0.0,929.88
LINE00008767,ORD0002912,3,PROD00401,1,494.84,0.0,494.84
LINE00008768,ORD0002912,4,PROD00410,2,1199.8,0.0,2399.6
LINE00008769,ORD0002912,5,PROD00442,1,175.62,17.56,158.06
LINE00008770,ORD0002913,1,PROD00173,3,939.72,0.0,2819.16
LINE00008771,ORD0002913,2,PROD00481,4,619.4,123.88,2353.72
LINE00008772,ORD0002913,3,PROD00269,6,960.34,0.0,5762.04
LINE00008773,ORD0002914,1,PROD00180,1,473.29,0.0,473.29
LINE00008774,ORD0002914,2,PROD00258,4,942.51,377.0,3393.04
LINE00008775,ORD0002914,3,PROD00023,6,719.42,0.0,4316.52
LINE00008776,ORD0002914,4,PROD00240,3,369.64,0.0,1108.92
LINE00008777,ORD0002914,5,PROD00092,6,1015.42,609.25,5483.27
LINE00008778,ORD0002915,1,PROD00205,1,216.32,0.0,216.32
LINE00008779,ORD0002915,2,PROD00206,3,282.16,169.3,677.18
LINE00008780,ORD0002915,3,PROD00281,5,404.39,404.39,1617.56
LINE00008781,ORD0002915,4,PROD00268,1,77.15,3.86,73.29
LINE00008782,ORD0002915,5,PROD00040,3,93.99,56.39,225.58
LINE00008783,ORD0002916,1,PROD00028,1,1048.26,209.65,838.61
LINE00008784,ORD0002916,2,PROD00075,6,1101.96,0.0,6611.76
LINE00008785,ORD0002916,3,PROD00277,1,908.72,0.0,908.72
LINE00008786,ORD0002916,4,PROD00393,3,944.42,141.66,2691.6
LINE00008787,ORD0002917,1,PROD00264,2,630.71,0.0,1261.42
LINE00008788,ORD0002917,2,PROD00454,3,610.09,366.05,1464.22
LINE00008789,ORD0002918,1,PROD00008,6,493.53,296.12,2665.06
LINE00008790,ORD0002918,2,PROD00024,6,158.51,0.0,951.06
LINE00008791,ORD0002919,1,PROD00472,1,264.11,52.82,211.29
LINE00008792,ORD0002919,2,PROD00288,6,563.21,675.85,2703.41
LINE00008793,ORD0002919,3,PROD00137,1,262.25,52.45,209.8
LINE00008794,ORD0002919,4,PROD00156,2,969.53,0.0,1939.06
LINE00008795,ORD0002919,5,PROD00012,1,383.49,19.17,364.32
LINE00008796,ORD0002920,1,PROD00032,5,452.56,0.0,2262.8
LINE00008797,ORD0002920,2,PROD00176,3,487.19,0.0,1461.57
LINE00008798,ORD0002920,3,PROD00084,5,645.9,322.95,2906.55
LINE00008799,ORD0002920,4,PROD00345,4,147.7,0.0,590.8
LINE00008800,ORD0002920,5,PROD00472,3,996.86,598.12,2392.46
LINE00008801,ORD0002921,1,PROD00359,6,806.33,967.6,3870.38
LINE00008802,ORD0002921,2,PROD00294,1,844.96,0.0,844.96
LINE00008803,ORD0002921,3,PROD00178,3,243.51,0.0,730.53
LINE00008804,ORD0002921,4,PROD00478,1,99.54,4.98,94.56
LINE00008805,ORD0002922,1,PROD00439,1,998.41,0.0,998.41
LINE00008806,ORD0002922,2,PROD00190,6,922.11,1106.53,4426.13
LINE00008807,ORD0002922,3,PROD00360,4,965.49,0.0,3861.96
LINE00008808,ORD0002922,4,PROD00162,6,438.02,0.0,2628.12
LINE00008809,ORD0002922,5,PROD00240,3,905.03,271.51,2443.58
LINE00008810,ORD0002923,1,PROD00002,5,970.88,0.0,4854.4
LINE00008811,ORD0002923,2,PROD00144,3,984.46,0.0,2953.38
LINE00008812,ORD0002924,1,PROD00330,1,8.83,0.44,8.39
LINE00008813,ORD0002925,1,PROD00289,3,370.03,111.01,999.08
LINE00008814,ORD0002926,1,PROD00345,2,742.88,297.15,1188.61
LINE00008815,ORD0002926,2,PROD00086,2,350.82,35.08,666.56
LINE00008816,ORD0002927,1,PROD00486,4,195.7,156.56,626.24
LINE00008817,ORD0002927,2,PROD00141,3,666.67,0.0,2000.01
LINE00008818,ORD0002927,3,PROD00163,3,860.77,258.23,2324.08
LINE00008819,ORD0002927,4,PROD00154,4,228.39,0.0,913.56
LINE00008820,ORD0002927,5,PROD00339,5,893.64,0.0,4468.2
LINE00008821,ORD0002928,1,PROD00403,1,189.71,37.94,151.77
LINE00008822,ORD0002929,1,PROD00483,5,872.28,218.07,4143.33
LINE00008823,ORD0002930,1,PROD00234,5,1101.83,1101.83,4407.32
LINE00008824,ORD0002930,2,PROD00204,5,1052.46,526.23,4736.07
LINE00008825,ORD0002931,1,PROD00451,1,689.46,0.0,689.46
LINE00008826,ORD0002931,2,PROD00138,5,396.52,0.0,1982.6
LINE00008827,ORD0002931,3,PROD00292,1,505.58,0.0,505.58
LINE00008828,ORD0002931,4,PROD00409,6,370.75,0.0,2224.5
LINE00008829,ORD0002932,1,PROD00424,1,17.58,0.0,17.58
LINE00008830,ORD0002932,2,PROD00055,2,863.16,0.0,1726.32
LINE00008831,ORD0002932,3,PROD00057,6,239.22,287.06,1148.26
LINE00008832,ORD0002933,1,PROD00127,2,170.74,0.0,341.48
LINE00008833,ORD0002934,1,PROD00153,5,664.97,332.49,2992.36
LINE00008834,ORD0002934,2,PROD00272,5,492.55,123.14,2339.61
LINE00008835,ORD0002934,3,PROD00377,4,581.7,0.0,2326.8
LINE00008836,ORD0002934,4,PROD00351,5,154.3,0.0,771.5
LINE00008837,ORD0002934,5,PROD00094,2,1083.26,0.0,2166.52
LINE00008838,ORD0002935,1,PROD00099,1,721.69,0.0,721.69
LINE00008839,ORD0002935,2,PROD00464,6,1095.18,1314.22,5256.86
LINE00008840,ORD0002936,1,PROD00293,1,1093.7,54.69,1039.01
LINE00008841,ORD0002936,2,PROD00212,1,324.92,0.0,324.92
LINE00008842,ORD0002936,3,PROD00131,6,367.24,440.69,1762.75
LINE00008843,ORD0002936,4,PROD00416,3,870.64,522.38,2089.54
LINE00008844,ORD0002937,1,PROD00332,5,316.08,0.0,1580.4
LINE00008845,ORD0002937,2,PROD00211,1,860.15,0.0,860.15
LINE00008846,ORD0002937,3,PROD00327,4,21.97,8.79,79.09
LINE00008847,ORD0002937,4,PROD00325,1,1141.79,0.0,1141.79
LINE00008848,ORD0002938,1,PROD00046,2,209.44,83.78,335.1
LINE00008849,ORD0002939,1,PROD00237,1,760.61,76.06,684.55
LINE00008850,ORD0002939,2,PROD00347,1,44.46,0.0,44.46
LINE00008851,ORD0002939,3,PROD00134,3,336.03,50.4,957.69
LINE00008852,ORD0002940,1,PROD00297,2,639.87,127.97,1151.77
LINE00008853,ORD0002940,2,PROD00020,2,173.35,0.0,346.7
LINE00008854,ORD0002940,3,PROD00132,1,1140.33,228.07,912.26
LINE00008855,ORD0002940,4,PROD00293,6,757.47,227.24,4317.58
LINE00008856,ORD0002941,1,PROD00174,6,777.84,933.41,3733.63
LINE00008857,ORD0002942,1,PROD00032,6,267.1,160.26,1442.34
LINE00008858,ORD0002942,2,PROD00057,3,1139.61,0.0,3418.83
LINE00008859,ORD0002942,3,PROD00309,4,295.62,118.25,1064.23
LINE00008860,ORD0002942,4,PROD00474,6,196.18,58.85,1118.23
LINE00008861,ORD0002943,1,PROD00338,1,918.02,45.9,872.12
LINE00008862,ORD0002943,2,PROD00053,6,681.02,0.0,4086.12
LINE00008863,ORD0002943,3,PROD00013,3,231.57,138.94,555.77
LINE00008864,ORD0002944,1,PROD00214,3,1103.62,662.17,2648.69
LINE00008865,ORD0002945,1,PROD00393,6,850.65,0.0,5103.9
LINE00008866,ORD0002945,2,PROD00483,5,1111.74,1111.74,4446.96
LINE00008867,ORD0002945,3,PROD00315,1,930.46,46.52,883.94
LINE00008868,ORD0002945,4,PROD00104,5,852.42,0.0,4262.1
LINE00008869,ORD0002946,1,PROD00121,1,1055.64,105.56,950.08
LINE00008870,ORD0002946,2,PROD00341,4,432.38,345.9,1383.62
LINE00008871,ORD0002947,1,PROD00001,1,932.19,186.44,745.75
LINE00008872,ORD0002947,2,PROD00046,6,124.38,0.0,746.28
LINE00008873,ORD0002947,3,PROD00361,4,32.52,13.01,117.07
LINE00008874,ORD0002947,4,PROD00450,3,343.58,0.0,1030.74
LINE00008875,ORD0002947,5,PROD00106,4,88.64,0.0,354.56
LINE00008876,ORD0002948,1,PROD00014,1,78.2,7.82,70.38
LINE00008877,ORD0002948,2,PROD00291,4,145.07,29.01,551.27
LINE00008878,ORD0002948,3,PROD00392,1,995.16,99.52,895.64
LINE00008879,ORD0002949,1,PROD00030,2,501.84,0.0,1003.68
LINE00008880,ORD0002949,2,PROD00203,4,601.71,120.34,2286.5
LINE00008881,ORD0002949,3,PROD00095,5,456.27,0.0,2281.35
LINE00008882,ORD0002950,1,PROD00434,6,636.98,0.0,3821.88
LINE00008883,ORD0002950,2,PROD00241,2,572.44,0.0,1144.88
LINE00008884,ORD0002950,3,PROD00204,4,294.96,0.0,1179.84
LINE00008885,ORD0002951,1,PROD00254,6,395.88,475.06,1900.22
LINE00008886,ORD0002951,2,PROD00031,5,919.88,0.0,4599.4
LINE00008887,ORD0002951,3,PROD00304,3,883.82,265.15,2386.31
LINE00008888,ORD0002951,4,PROD00354,3,79.92,47.95,191.81
LINE00008889,ORD0002951,5,PROD00038,5,963.6,0.0,4818.0
LINE00008890,ORD0002952,1,PROD00163,3,448.95,269.37,1077.48
LINE00008891,ORD0002952,2,PROD00249,4,552.51,442.01,1768.03
LINE00008892,ORD0002952,3,PROD00483,5,529.04,529.04,2116.16
LINE00008893,ORD0002952,4,PROD00154,1,388.95,77.79,311.16
LINE00008894,ORD0002952,5,PROD00341,1,1092.92,54.65,1038.27
LINE00008895,ORD0002953,1,PROD00467,5,1075.93,0.0,5379.65
LINE00008896,ORD0002953,2,PROD00494,3,252.82,0.0,758.46
LINE00008897,ORD0002953,3,PROD00075,6,1175.16,0.0,7050.96
LINE00008898,ORD0002953,4,PROD00394,3,170.89,51.27,461.4
LINE00008899,ORD0002954,1,PROD00404,4,795.74,318.3,2864.66
LINE00008900,ORD0002954,2,PROD00211,4,686.35,137.27,2608.13
LINE00008901,ORD0002954,3,PROD00418,5,515.54,257.77,2319.93
LINE00008902,ORD0002954,4,PROD00286,1,65.78,3.29,62.49
LINE00008903,ORD0002954,5,PROD00205,2,606.32,0.0,1212.64
LINE00008904,ORD0002955,1,PROD00254,3,141.68,0.0,425.04
LINE00008905,ORD0002956,1,PROD00344,6,772.84,0.0,4637.04
LINE00008906,ORD0002956,2,PROD00494,1,351.6,35.16,316.44
LINE00008907,ORD0002956,3,PROD00121,4,55.96,22.38,201.46
LINE00008908,ORD0002956,4,PROD00036,3,118.46,0.0,355.38
LINE00008909,ORD0002956,5,PROD00249,1,91.82,0.0,91.82
LINE00008910,ORD0002957,1,PROD00007,1,88.13,0.0,88.13
LINE00008911,ORD0002957,2,PROD00157,6,791.72,475.03,4275.29
LINE00008912,ORD0002957,3,PROD00093,5,1102.32,551.16,4960.44
LINE00008913,ORD0002957,4,PROD00008,3,1190.71,178.61,3393.52
LINE00008914,ORD0002958,1,PROD00013,3,1104.78,0.0,3314.34
LINE00008915,ORD0002958,2,PROD00078,1,1129.67,0.0,1129.67
LINE00008916,ORD0002958,3,PROD00128,2,240.1,96.04,384.16
LINE00008917,ORD0002958,4,PROD00127,6,420.27,0.0,2521.62
LINE00008918,ORD0002958,5,PROD00439,3,543.87,0.0,1631.61
LINE00008919,ORD0002959,1,PROD00249,5,316.21,0.0,1581.05
LINE00008920,ORD0002959,2,PROD00038,2,753.62,150.72,1356.52
LINE00008921,ORD0002960,1,PROD00365,1,716.99,143.4,573.59
LINE00008922,ORD0002960,2,PROD00246,3,1182.19,709.31,2837.26
LINE00008923,ORD0002961,1,PROD00337,3,1097.4,0.0,3292.2
LINE00008924,ORD0002961,2,PROD00025,3,1177.9,176.69,3357.01
LINE00008925,ORD0002962,1,PROD00223,4,79.01,63.21,252.83
LINE00008926,ORD0002962,2,PROD00076,4,323.23,0.0,1292.92
LINE00008927,ORD0002962,3,PROD00378,3,255.08,153.05,612.19
LINE00008928,ORD0002962,4,PROD00113,4,771.96,308.78,2779.06
LINE00008929,ORD0002963,1,PROD00234,5,395.74,197.87,1780.83
LINE00008930,ORD0002963,2,PROD00429,3,133.11,0.0,399.33
LINE00008931,ORD0002963,3,PROD00013,4,717.35,0.0,2869.4
LINE00008932,ORD0002964,1,PROD00329,5,282.25,70.56,1340.69
LINE00008933,ORD0002964,2,PROD00208,5,568.08,0.0,2840.4
LINE00008934,ORD0002964,3,PROD00497,1,523.79,0.0,523.79
LINE00008935,ORD0002965,1,PROD00267,1,529.64,52.96,476.68
LINE00008936,ORD0002966,1,PROD00315,6,113.15,0.0,678.9
LINE00008937,ORD0002966,2,PROD00284,3,750.48,112.57,2138.87
LINE00008938,ORD0002967,1,PROD00092,6,884.44,0.0,5306.64
LINE00008939,ORD0002967,2,PROD00359,5,402.16,402.16,1608.64
LINE00008940,ORD0002968,1,PROD00163,5,279.49,0.0,1397.45
LINE00008941,ORD0002968,2,PROD00040,1,95.29,19.06,76.23
LINE00008942,ORD0002968,3,PROD00178,6,71.47,21.44,407.38
LINE00008943,ORD0002968,4,PROD00111,1,379.78,0.0,379.78
LINE00008944,ORD0002969,1,PROD00085,2,1119.5,0.0,2239.0
LINE00008945,ORD0002969,2,PROD00195,4,188.6,0.0,754.4
LINE00008946,ORD0002969,3,PROD00419,3,615.57,0.0,1846.71
LINE00008947,ORD0002969,4,PROD00474,3,864.89,259.47,2335.2
LINE00008948,ORD0002969,5,PROD00170,5,466.95,0.0,2334.75
LINE00008949,ORD0002970,1,PROD00280,1,868.17,0.0,868.17
LINE00008950,ORD0002970,2,PROD00075,5,174.21,0.0,871.05
LINE00008951,ORD0002971,1,PROD00040,6,562.78,337.67,3039.01
LINE00008952,ORD0002971,2,PROD00257,6,235.35,141.21,1270.89
LINE00008953,ORD0002971,3,PROD00206,3,113.85,34.15,307.4
LINE00008954,ORD0002971,4,PROD00314,5,345.63,0.0,1728.15
LINE00008955,ORD0002972,1,PROD00453,5,1042.35,260.59,4951.16
LINE00008956,ORD0002972,2,PROD00305,1,636.62,0.0,636.62
LINE00008957,ORD0002972,3,PROD00274,5,101.55,25.39,482.36
LINE00008958,ORD0002973,1,PROD00051,4,1068.37,213.67,4059.81
LINE00008959,ORD0002974,1,PROD00378,3,432.25,129.68,1167.07
LINE00008960,ORD0002974,2,PROD00219,1,1182.25,236.45,945.8
LINE00008961,ORD0002974,3,PROD00027,1,1102.76,55.14,1047.62
LINE00008962,ORD0002975,1,PROD00161,1,1176.56,58.83,1117.73
LINE00008963,ORD0002976,1,PROD00216,2,225.68,0.0,451.36
